player_id,name,team_id,position,birth_date,nationality
279792,Vinícius Tobias,541,Defender,2004-02-23,Brazil
330438,E. Pujol,541,Defender,2004-08-07,Dominican Republic
334575,Diego Piñeiro,541,Goalkeeper,2004-02-13,Spain
336711,Gonzalo García,541,Attacker,2004-03-24,Spain
343202,Á. Rodríguez,541,Attacker,2004-07-14,Uruguay
343205,Mario Martín,541,Midfielder,2004-03-05,Spain
350037,N. Paz,541,Midfielder,2004-09-08,Argentina
386305,Jacobo Ramón,541,Defender,2005-01-06,Spain
396475,Fran González,541,Goalkeeper,2005-06-24,Spain
6085,C. Benavídez,542,Midfielder,1998-03-30,Uruguay
6233,N. Tenaglia,542,Defender,1996-02-21,Argentina
43084,I. Hagi,542,Midfielder,1998-10-22,Romania
46933,Luis Rioja,542,Attacker,1993-10-16,Spain
47309,Guevara,542,Midfielder,1997-07-07,Spain
47396,Kike García,542,Attacker,1989-11-25,Spain
104821,Jon Guridi,542,Midfielder,1995-02-28,Spain
107217,Xeber Alkain,542,Attacker,1997-06-26,Spain
162686,Antonio Blanco,542,Midfielder,2000-07-23,Spain
183751,A. Rebbach,542,Attacker,1998-08-11,Algeria
187214,Carlos Vicente,542,Attacker,1999-04-23,Spain
197800,Unai Ropero,542,Attacker,2001-11-20,Spain
215810,G. Gagua,542,Attacker,2001-10-10,Georgia
297973,Selu Diallo,542,Midfielder,2003-10-01,Guinea
305970,J. de León,542,Attacker,2004-03-02,Dominican Republic
311740,Tomás Mendes,542,Midfielder,2004-11-21,Spain
323935,G. Simeone,542,Attacker,2002-12-18,Argentina
358628,Samu Omorodion,542,Attacker,2004-05-05,Spain
390742,J. Panichelli,542,Attacker,2002-10-07,Argentina
401419,Ander Sánchez,542,Midfielder,2004-01-24,Spain
668,N. Fekir,543,Attacker,1993-07-18,France
745,Isco,543,Midfielder,1992-04-21,Spain
1264,Y. Sabaly,543,Defender,1993-03-05,Senegal
1580,William Carvalho,543,Midfielder,1992-04-07,Portugal
1697,Pablo Fornals,543,Midfielder,1996-02-22,Spain
2476,G. Rodríguez,543,Midfielder,1994-04-12,Argentina
3033,C. Bakambu,543,Attacker,1991-04-11,Congo DR
18906,Ayoze Pérez,543,Attacker,1993-07-29,Spain
47319,Willian José,543,Attacker,1991-11-23,Brazil
47341,Marc Roca,543,Midfielder,1996-11-26,Spain
47579,E. Ávila,543,Attacker,1994-02-06,Argentina
133185,J. Cardoso,543,Midfielder,2001-09-20,USA
181421,A. Ezzalzouli,543,Attacker,2001-12-17,Morocco
185477,Rodri,543,Midfielder,2000-05-16,Spain
188413,Visus,543,Defender,2001-04-24,Spain
286084,Sergi Altimira,543,Midfielder,2001-08-25,Spain
305797,Enrique Fernández,543,Midfielder,2003-09-16,Spain
347887,Ginés Sorroche,543,Midfielder,2004-03-24,Spain
351131,Dani Pérez,543,Midfielder,2005-07-26,Spain
400948,Assane Diao,543,Attacker,2005-09-07,Spain
871,Matheus Pereira,545,Midfielder,1998-02-25,Brazil
1583,Sergio León,545,Attacker,1989-01-06,Spain
46740,Stoichkov,545,Attacker,1993-11-05,Spain
46768,Ager Aketxe,545,Midfielder,1993-12-30,Spain
46809,Quique González,545,Attacker,1990-05-16,Spain
46929,José Corpas,545,Midfielder,1991-07-07,Spain
46985,Y. Qasmi,545,Attacker,1991-01-03,Morocco
47286,Peru Nolaskoain,545,Midfielder,1998-10-25,Spain
47318,Jon Bautista,545,Attacker,1995-07-03,Spain
47377,Anaitz Arbilla,545,Defender,1987-05-15,Spain
47385,Sergio Álvarez,545,Midfielder,1992-01-23,Spain
161929,K. de La Fuente,545,Attacker,2001-07-16,USA
161965,Mario Soriano,545,Midfielder,2002-04-22,Spain
182639,Unai Vencedor,545,Midfielder,2000-11-15,Spain
288527,Ander Madariaga,545,Midfielder,2002-03-11,Spain
327493,Oscar Carrasco,545,Defender,2002-08-28,Spain
333327,Iker Alday,545,Defender,2003-06-23,Spain
349467,Aritz Muguruza,545,Defender,2001-12-08,Spain
387997,Hodei Arrillaga,545,Defender,2004-05-21,Spain
396479,Eric Pérez,545,Attacker,2001-05-18,Spain
143,Carles Aleñá,546,Midfielder,1998-01-05,Spain
897,M. Greenwood,546,Attacker,2001-10-01,England
2671,Jaime Mata,546,Attacker,1988-10-24,Spain
2824,N. Maksimović,546,Midfielder,1995-01-26,Serbia
47085,Luis Milla,546,Midfielder,1994-10-07,Spain
47258,M. Arambarri,546,Midfielder,1995-09-30,Uruguay
47416,Óscar Rodríguez,546,Midfielder,1998-06-28,Spain
47472,Borja Mayoral,546,Attacker,1997-04-05,Spain
162028,Juanmi Latasa,546,Attacker,2001-03-23,Spain
162030,Jordi Martín,546,Midfielder,2001-01-05,Spain
162123,I. Moriba,546,Midfielder,2003-01-19,Guinea
184617,Diego López,546,Midfielder,2001-10-21,Spain
184743,Santi García,546,Midfielder,2001-08-29,Spain
194782,Facu Esnáider,546,Midfielder,2001-11-09,Spain
293297,J. Patrick,546,Midfielder,2003-09-24,Republic of Ireland
333373,Gorka Rivera,546,Defender,2004-08-01,Spain
348885,Jeremy Jorge,546,Midfielder,2003-02-09,Spain
364415,Yellu Santiago,546,Midfielder,2004-05-25,Spain
439616,Y. Tallal,546,Midfielder,2005-03-03,Morocco
465838,Alberto Risco,546,Midfielder,2005-08-30,Spain
2063,André Silva,548,Attacker,1995-11-06,Portugal
31406,U. Sadiq,548,Attacker,1997-02-02,Nigeria
37938,S. Becker,548,Attacker,1995-02-09,Suriname
46808,Carlos Fernández,548,Attacker,1996-05-22,Spain
47301,Robin Le Normand,548,Defender,1996-11-11,Spain
47311,Mikel Merino,548,Midfielder,1996-06-22,Spain
47314,Zubeldia,548,Midfielder,1997-03-30,Spain
47315,Martín Zubimendi,548,Midfielder,1999-02-02,Spain
47317,Barrenetxea,548,Attacker,2001-12-27,Spain
47322,Martín Merquelanz,548,Attacker,1995-06-12,Spain
47323,Mikel Oyarzabal,548,Attacker,1997-04-21,Spain
47440,Brais Méndez,548,Midfielder,1997-01-07,Spain
125675,B. Fiabema,548,Attacker,2003-02-16,Norway
182546,Jon Pacheco,548,Defender,2001-01-08,Spain
182603,Jon Ander Olasagasti,548,Midfielder,2000-08-16,Spain
183744,Beñat Turrientes,548,Midfielder,2002-01-31,Spain
268960,A. Zakharyan,548,Midfielder,2003-05-26,Russia
287652,Jon Magunazelaia,548,Midfielder,2001-07-13,Spain
287653,Alberto Dadie,548,Attacker,2002-07-20,Spain
290106,Pablo Marín,548,Midfielder,2003-07-03,Spain
330,José Callejón,715,Attacker,1987-02-11,Spain
608,L. Boyé,715,Attacker,1996-02-28,Argentina
14405,M. Uzuni,715,Attacker,1995-05-31,Albania
40559,K. Jóźwiak,715,Midfielder,1998-04-22,Poland
46689,Antonio Puertas,715,Midfielder,1992-02-21,Spain
46982,Gonzalo Villar,715,Midfielder,1998-03-23,Spain
47339,Óscar Melendo,715,Midfielder,1997-08-23,Spain
47414,Gerard Gumbau,715,Midfielder,1994-12-18,Spain
51756,M. Arezo,715,Attacker,2002-11-21,Uruguay
63542,M. Hongla,715,Midfielder,1998-03-16,Cameroon
70078,F. Pellistri,715,Midfielder,2001-12-20,Uruguay
119762,K. Piątkowski,715,Defender,2000-06-21,Poland
122756,Sergio Ruiz,715,Midfielder,1994-12-16,Spain
190530,Pablo Sáenz,715,Attacker,2001-05-22,Spain
280688,T. Corbeanu,715,Midfielder,2002-05-17,Canada
291146,Mario González,715,Midfielder,2004-02-05,Spain
291147,Miguel Brau,715,Defender,2001-12-27,Spain
306183,L. Sangaré,715,Midfielder,2001-11-20,Côte d'Ivoire
403498,Sergio Rodelas,715,Attacker,2004-12-01,Spain
436202,E. Bello,715,Attacker,2004-03-17,Nigeria
2717,A. Tuhami,720,Midfielder,1995-01-15,Morocco
8518,M. Sylla,720,Attacker,1994-03-20,Senegal
14341,S. Jurić,720,Midfielder,1996-08-16,Croatia
18902,Kenedy,720,Midfielder,1996-02-08,Brazil
46979,Iván Sánchez,720,Midfielder,1992-09-23,Spain
50502,Álvaro Negredo,720,Attacker,1985-08-20,Spain
104793,A. Ndiaye,720,Attacker,1996-07-16,Senegal
104941,Monchu,720,Midfielder,1999-09-13,Spain
122233,Marcos André,720,Attacker,1996-10-20,Brazil
181463,Víctor Meseguer,720,Midfielder,1999-06-09,Spain
185094,Alberto Quintana,720,Midfielder,2001-10-05,Spain
264470,Raúl Moro,720,Attacker,2002-12-05,Spain
270972,Isra Sala,720,Attacker,2003-05-10,Spain
285506,Iván Cédric,720,Attacker,2001-12-22,Spain
286961,Manu Pozo,720,Attacker,2001-12-12,Spain
292219,S. Biuk,720,Attacker,2002-12-26,Croatia
331004,Chuky San José,720,Midfielder,2004-04-29,Spain
345967,Jesús,720,Midfielder,2004-02-08,Spain
361386,Koke,720,Midfielder,2005-03-16,Spain
440339,Adrián Arnu,720,Attacker,2007-03-04,Spain
937,Rubén Sobrino,724,Attacker,1992-06-01,Spain
2459,D. Machís,724,Attacker,1993-02-07,Venezuela
2615,M. Gómez,724,Attacker,1996-08-14,Uruguay
20608,R. Kouamé,724,Midfielder,1996-12-17,Mali
46691,Fede San Emeterio,724,Midfielder,1997-03-16,Spain
46769,Álex Fernández,724,Midfielder,1992-10-15,Spain
46772,José Mari,724,Midfielder,1987-12-06,Spain
46824,Iván Alejo,724,Midfielder,1995-02-10,Spain
47320,Juanmi,724,Attacker,1993-05-20,Spain
47388,G. Escalante,724,Midfielder,1993-03-27,Argentina
47471,Roger,724,Attacker,1991-01-03,Spain
47495,Sergi Guardiola,724,Attacker,1991-05-29,Spain
51588,B. Ocampo,724,Attacker,1999-06-25,Uruguay
77623,Y. Diarra,724,Midfielder,1998-03-24,Mali
84086,Robert Navarro,724,Midfielder,2002-04-12,Spain
104792,Chris Ramos,724,Attacker,1997-01-16,Spain
353463,M. Diakité,724,Midfielder,2003-11-04,Mali
378284,Etta Eyong,724,Midfielder,2003-10-14,Cameroon
386490,A. Njalla,724,Midfielder,2003-04-13,Cameroon
456612,Borja Vazquez,724,Attacker,2005-01-18,Spain
60,Joaquín Muñoz,726,Attacker,1999-03-10,Spain
2599,K. Hashimoto,726,Midfielder,1993-08-16,Japan
46660,Javi Martínez,726,Midfielder,1999-12-22,Spain
46840,Hugo Vallejo,726,Attacker,2000-02-15,Spain
46859,Javi Mier,726,Midfielder,1999-02-04,Spain
47106,Fernando Guerrero,726,Midfielder,2001-08-01,Spain
52683,J. Bolívar,726,Attacker,2001-12-16,Venezuela
96253,Elady,726,Attacker,1990-07-13,Spain
107195,E. Lombardo,726,Attacker,1997-04-16,France
119883,S. Obeng,726,Attacker,1997-05-15,Ghana
131544,Óscar Sielva,726,Midfielder,1991-08-06,Spain
182188,Rafa Tresaco,726,Attacker,2000-08-24,Spain
182637,Álex Balboa,726,Midfielder,2001-03-06,Equatorial Guinea
183747,Iker Kortajarena,726,Midfielder,2000-06-21,Spain
195272,Ignacio García,726,Defender,2002-05-08,Spain
350633,David García,726,Midfielder,2003-09-15,Spain
382827,A. Șerban,726,Defender,2003-09-13,Romania
391775,A. Arguigue,726,Attacker,2005-05-13,Morocco
431362,Diego Espinosa,726,Defender,2004-07-02,Spain
453927,Iker Gil,726,Attacker,2005-03-15,Spain
1825,Lucas Torró,727,Midfielder,1994-07-19,Spain
